640.0	0.608616
645.0	0.60244
650.0	0.614488
655.0	0.613512
660.0	0.614776
665.0	0.615704
670.0	0.613736
675.0	0.615976
680.0	0.615272
685.0	0.504536
690.0	0.61532
695.0	0.615608
700.0	0.612744
705.0	0.611432
710.0	0.6142
715.0	0.614176
720.0	0.611376
725.0	0.615312
730.0	0.611472
735.0	0.553016
740.0	0.61584
745.0	0.606544
750.0	0.61404
755.0	0.600968
760.0	0.615752
765.0	0.365064
770.0	0.613128
775.0	0.612072
780.0	0.616024
785.0	0.601912
790.0	0.607176
795.0	0.608576
800.0	0.617096
805.0	0.616472
810.0	0.61972
815.0	0.62652
820.0	0.621104
825.0	0.601552
830.0	0.601368
835.0	0.630208
840.0	0.62124
845.0	0.630816
850.0	0.62908
855.0	0.620272
860.0	0.626976
865.0	0.627648
870.0	0.625024
875.0	0.622976
880.0	0.6052
885.0	0.252344
890.0	0.612776
895.0	0.627632
900.0	0.628104
905.0	0.632168
910.0	0.623544
915.0	0.621256
920.0	0.625968
925.0	0.62072
930.0	0.630824
935.0	0.615632
940.0	0.60652
