945.0	0.877488
950.0	0.61916
955.0	0.821112
960.0	0.871544
965.0	0.43848
970.0	0.76892
975.0	0.692896
980.0	0.865064
985.0	0.899472
990.0	0.890376
995.0	0.883056
1000.0	0.879024
1005.0	0.878496
1010.0	0.868448
1015.0	0.823872
1020.0	0.848368
1025.0	0.875072
1030.0	0.871552
1035.0	0.869136
1040.0	0.898408
1045.0	0.878528
1050.0	0.744664
1055.0	0.882152
1060.0	0.888968
1065.0	0.866376
1070.0	0.875616
1075.0	0.780192
1080.0	0.84444
1085.0	0.892784
1090.0	0.904624
1095.0	0.885192
1100.0	0.868648
1105.0	0.888064
1110.0	0.905304
1115.0	0.891952
1120.0	0.868912
1125.0	0.8876
1130.0	0.837168
1135.0	0.628936
1140.0	0.871992
1145.0	0.872824
1150.0	0.628456
1155.0	0.883832
1160.0	0.872232
1165.0	0.89424
1170.0	0.882728
1175.0	0.88528
1180.0	0.872512
1185.0	0.886368
1190.0	0.881864
1195.0	0.871576
1200.0	0.895296
1205.0	0.893656
1210.0	0.8844
1215.0	0.890672
1220.0	0.883328
1225.0	0.87212
1230.0	0.214496
1235.0	0.87344
1240.0	0.873464
1245.0	0.841752
1250.0	0.128536
1255.0	0.876776
