315.0	2.276104
320.0	1.75224
325.0	1.323312
330.0	1.814328
335.0	2.44348
340.0	1.740064
345.0	1.16604
350.0	1.501968
355.0	0.736304
360.0	2.521136
365.0	1.980896
370.0	0.384568
375.0	2.12976
380.0	2.285632
385.0	2.157832
390.0	1.832
395.0	0.635984
400.0	0.952536
405.0	1.883048
410.0	2.302488
415.0	2.360392
420.0	2.228488
425.0	1.711056
430.0	1.887952
435.0	1.9674
440.0	2.045424
445.0	1.43224
450.0	1.558776
455.0	1.555552
460.0	1.226848
465.0	1.811528
470.0	2.256504
475.0	1.30648
480.0	1.225128
485.0	1.863928
490.0	1.553192
495.0	2.045608
500.0	1.967352
505.0	1.882984
510.0	1.084144
515.0	1.958768
520.0	1.071344
525.0	2.432744
530.0	2.319096
535.0	1.787584
540.0	1.568264
545.0	0.857712
550.0	2.164032
555.0	1.93136
560.0	1.721032
565.0	1.52124
570.0	1.94136
575.0	2.357656
580.0	2.640728
585.0	2.835344
590.0	2.484208
595.0	2.125576
600.0	2.365696
605.0	2.335504
610.0	2.216152
615.0	2.035272
620.0	2.099672
