310.0	2.96596
315.0	2.50904
320.0	3.572616
325.0	3.060624
330.0	3.240696
335.0	2.235704
340.0	2.786136
345.0	2.463176
350.0	2.612584
355.0	2.39308
360.0	2.661128
365.0	3.239288
370.0	2.532944
375.0	3.43012
380.0	2.735824
385.0	3.004936
390.0	2.576912
395.0	2.323008
400.0	2.320016
405.0	2.299392
410.0	3.320144
415.0	3.201704
420.0	2.477624
425.0	3.501504
430.0	2.32748
435.0	2.680784
440.0	3.334552
445.0	3.154496
450.0	2.851224
455.0	2.83816
460.0	2.379968
465.0	3.642216
470.0	2.923152
475.0	2.564424
480.0	2.453376
485.0	2.481832
490.0	2.441528
495.0	2.239792
500.0	3.488064
505.0	1.599616
510.0	2.439864
515.0	2.360768
520.0	2.282464
525.0	2.20592
530.0	2.396552
535.0	2.854584
540.0	2.572632
545.0	2.067208
550.0	2.603152
555.0	2.405768
560.0	2.75192
565.0	1.966992
570.0	2.340432
575.0	3.618776
580.0	2.587008
585.0	2.51928
590.0	2.783304
595.0	2.44296
600.0	2.707208
605.0	2.789488
610.0	3.148328
615.0	3.555752
