620.0	0.259448
625.0	0.340408
630.0	0.782592
635.0	0.777896
640.0	0.784864
645.0	0.768736
650.0	0.751624
655.0	0.356992
660.0	0.760144
665.0	0.790256
670.0	0.755928
675.0	0.749592
680.0	0.778752
685.0	0.789496
690.0	0.616728
695.0	0.779952
700.0	0.329192
705.0	0.706008
710.0	0.78352
715.0	0.782448
720.0	0.767128
725.0	0.761584
730.0	0.765384
735.0	0.781168
740.0	0.779648
745.0	0.284216
750.0	0.72604
755.0	0.746744
760.0	0.284576
765.0	0.056736
770.0	0.69464
775.0	0.785496
780.0	0.403016
785.0	0.765312
790.0	0.752
795.0	0.471032
800.0	0.770248
805.0	0.782352
810.0	0.779504
815.0	0.786016
820.0	0.705656
825.0	0.773528
830.0	0.571176
835.0	0.363936
840.0	0.776912
845.0	0.781504
850.0	0.778152
855.0	0.771392
860.0	0.493848
865.0	0.784448
870.0	0.788552
875.0	0.78272
880.0	0.783304
885.0	0.777688
890.0	0.78164
895.0	0.624576
900.0	0.77076
905.0	0.774128
910.0	0.74944
915.0	0.752936
920.0	0.76324
925.0	0.78628
