11203.740014	750	4.0	9.193022248441956	450283	9193.02224844	-38.77999566830041
11206.6629855	300	5.077028573686151	0.0	155580	2922.97142631	-0.15000000000000002
11209.1826702	300	6.557343859024268	0.0	139857	2519.68471466	0.3
11211.9747459	300	7.765268114337569	0.0	155432	2792.07574469	0.3
11214.9067959	300	8.833218141254072	0.0	163442	2932.04997308	0.3
11220.5371886	750	7.202825405495933	0.0	318564	5630.39273576	0.3
11226.7842669	750	4.955747126647893	0.0	352642	6247.07827885	0.75
11229.8917952	300	5.848218838643573	0.0	173849	3107.528288	-0.15000000000000002
11233.567096	300	6.17291800917274	0.0	150710	3675.30082947	0.3
11236.5861183	300	7.153895784921529	0.0	139105	3019.02222425	0.3
11239.1696019	300	8.570412105485342	0.0	141840	2583.48367944	0.3
11242.0345138	300	9.70550020805189	0.0	156148	2864.91189743	0.3
11249.3921432	750	6.3478708841856095	0.0	386351	7357.62932387	0.3
11253.2942304	300	6.445783674599352	0.0	179801	3902.08720959	-0.15000000000000002
11256.3679126	300	7.3721014705054655	0.0	140051	3073.68220409	0.3
11259.0909666	300	8.649047434398588	0.0	138313	2723.05403611	0.3
11266.0408231	750	5.699190930721881	0.0	360831	6949.85650368	0.3
11268.9927216	300	6.7472924089442	0.0	150616	2951.89852178	-0.15000000000000002
11272.2507642	300	7.489249831828837	0.0	165384	3258.04257712	0.3
11275.0739346	300	8.666079475304898	0.0	140881	2823.17035652	0.3
11282.5354052	750	5.204608857050492	0.0	386472	7461.47061825	0.3
11285.6154936	300	6.124520458126108	0.0	157812	3080.08839892	-0.15000000000000002
11288.6427256	300	7.097288410975405	0.0	163927	3027.23204715	0.3
11295.0844995	750	4.655514572244212	0.0	343800	6441.77383873	0.3
11297.969253	300	5.770761041981368	0.0	146754	2884.75353026	-0.15000000000000002
11300.9814138	300	6.75860028342682	0.0	153938	3012.16075855	0.3
11307.7988612	300	4.0	0.058847139907366	181901	6817.44742333	0.046957298398326186
11309.9535329	300	5.845328241610463	0.0	111155	2154.67175839	0.3
11312.8935305	300	6.905330674046264	0.0	153605	2939.99756756	0.3
11315.7362968	300	8.062564404009677	0.0	149029	2842.76627004	0.3
11318.7599696	300	9.038891566589871	0.0	157421	3023.67283742	0.3
11321.8028629	300	9.995998283087106	0.0	157488	3042.8932835	0.3
11324.6039303	300	11.194930920070867	0.0	143881	2801.06736302	0.3
11332.3952319	750	7.4036292804705885	0.0	412837	7791.3016396	0.3
11335.7923921	300	8.006469125311666	0.0	179328	3397.16015516	-0.15000000000000002
11342.6483913	750	5.150469854303704	0.0	365161	6855.99927101	0.3
11345.2273423	300	6.571518916223991	0.0	131610	2578.95093808	-0.15000000000000002
11347.6611997	300	8.13766150107882	0.0	124011	2433.85741515	0.3
11354.814452	750	4.98440921051506	0.0	378327	7153.25229056	0.3
11357.6691881	300	6.129673034386438	0.0	149991	2854.73617613	-0.15000000000000002
11360.5318013	300	7.267059847158819	0.0	147968	2862.61318723	0.3
11363.5958035	300	8.203057713214962	0.0	161857	3064.00213394	0.3
11370.260984	750	5.5378772172271225	0.0	372093	6665.18049599	0.3
11373.5406779	300	6.2581833108591205	0.0	172312	3279.69390637	-0.15000000000000002
11376.7389743	300	7.05988687806702	0.0	167025	3198.29643279	0.3
11379.7200558	300	8.07880541148439	0.0	160064	2981.08146658	0.3
11385.9868289	750	5.812032245193983	0.0	331053	6266.77316629	0.3
11388.4573174	300	7.341543826571398	0.0	118421	2470.48841862	-0.15000000000000002

